CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
416,1,,Princess Academy,Shannon Hale,,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,The Princess and the Goblin,George MacDonald,,,Perfume,Patrick Süskind,,,Spear,Nicola Griffith,,,The Hound of Rowan,Henry H Neff,,,Natural Beauty,Ling Ling Huang,,,The Bullet Swallower,Elizabeth Gonzalez James,,,Green Fuse Burning,Tiffany Morris,,,Heartless Hunter,Kristen Ciccarelli,,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,,The Memory Theater,Karen Tidbeck,,,How to Become the Dark Lord and Die Trying,Django Wexler,,,Travel Light,Naomi Mitchison,,Forest Setting 2021,Castle in the Air,Diana Wynne Jones,,,The King of Elfland's Daughter,Lord Dunsany,,,The Hitchhiker's Guide to the Galaxy,Douglas Adams,,,The Butcher of the Forest,Premee Mohamed,,,The Year of the Witching,Alexis Henderson,,,Beautyland,Marie-Helene Bertino,,,The Changeling Sea,Patricia A. McKillip,,,,,,,The Year Without Sunshine,Naomi Kritzer,Why Don't We Just Kill the Kid in the Omelas Hole,Isabel J. Kim,Hello! Hello! Hello!,Fiona Jones,Stitched Into Skin Like Family Is,Nghi Vo,We Will Teach You How to Read | We Will Teach You How to Read,Caroline M. Yoachim,The Dream-Quest of Vellitt Boe,Kij Johnson,,,To Shape a Dragon's Breath,Moniquill Blackgoose,,,Daughter of the Moon Goddess,Sue Lynn Tan,,,3. Under the Surface,7. Bards
417,0,,Storm Front,Jim Butcher,Yes,,Spinning Silver,Naomi Novik,,,The Deep,Nick Cutter,Yes,,The Mountain in the Sea,Ray Nayler,,,The Secret Commonwealth,Philip Pullman,Yes,,The Bear and the Nightingale,Katherine Arden,,,John the Balladeer,Manly Wade Wellman,,,Strange Beasts of China,Yan Ge,,,"Tales From the Gas Station, Volume 1",Jack Townsend,,,A Court of Thorns and Roses,Sarah J. Maas,,,Vita Nostra,"Marina and Sergey Dyachenko, Julia Meitov Hersey",,,The Black Prism,Brent Weeks,Yes,,Someone You Can Build a Nest in,John Wiswell,Yes,,Six of Crows,Leigh Bardugo,Yes,,Gardens of the Moon,Steven Erikson,Yes,,Dungeon Crawler Carl,Matt Dinniman,,,"The Long Way to a  Small, Angry Planet",Becky Chambers,Yes,,The Deep,Rivers Solomon,,,The Left Hand of Darkness,Ursula K. Le Guin,Yes,,Ancillary Justice,Ann Leckie,,,The Butcher of the Forest,Premee Mohamed,,,"The Best Science Fiction of the Year, Volume 8",Neil Clarke,Yes,,,,,,,,,,,,The Ocean at the End of the Lane,Neil Gaiman,Yes,,Mistborn,Brandon Sanderson,Yes,,Gideon the Ninth,Tamsyn Muir,,,20. Judge A Book By Its Cover,25. Book Club or Readalong Book
418,0,,Malice,John Gwynne,,,Assassin's Apprentice,Robin Hobb,,,The Deep,Rivers Solomon,,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,Red Rising,Pierce Brown,,,Lyorn,Steven Brust,,,When the Tiger Came Down the Mountain,Nghi Vo,,,Mistborn,Brandon Sanderson,,,Bioluminescence,Toni Duarte,,,Clean Sweep,Ilona Andrews,,,Babel,R.F. Kuang,,,A Darker Shade of Magic,V.E. Schwab,,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,,,Iron Widow,Xiran Jay Zhao,,,The Eye of the World,Robert Jordan,,,Legends & Lattes,Travis Baldree,,,Some Desperate Glory,Emily Tesh,,,Shigidi and the Brass Head of Obalufon,Wole Talabi,,,Project Hail Mary,Andy Weir,,,When Among Crows,Veronia Roth,,,Trail of Lightning,Rebecca Roanhorse,,,Out There Screaming: An Anthology of New Black Horror,Jordan Peele,Yes,,,,,,,,,,,,Ring Shout,P. Djèlí Clark,,,Witch King,Martha Wells,,,The Spear Cuts Through Water,Simon Jimenez,,,15. Published in the 1990s,3. Under the Surface
419,1,,First Test : Protector of the Small #1,Tamora Pierce,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,Homeland,R.A. Salvatore,Yes,,The Palace Job,Patrick Weekes,Yes,,We Free the Stars,Hafsah Faizal,Yes,,Windsworn: Gryphon Riders book 1,Derek Alan Siddoway,Yes,,Dungeons and Dragons: Road to Neverwinter,Jaleigh Johnson,Yes,,Legends & Lattes,Travis Baldree,Yes,,How to Survive Your Magical Family,Clare Rhoden,Yes,,Mooncakes,"Suzanne Walker, Wendy Xu",Yes,,Gotham Academy Volume 1,Becky Cloonan,Yes,,Way of Kings,Brandon Sanderson,Yes,,Some Desperate Glory,Emily Tesh,Yes,,Artifical condition,Martha Wells,Yes,,The Sword of Destiny,Andrzej Sapkowski,Yes,,The Emperor's Mask,Ben S. Dobson,Yes,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,Ring shout,P. Djèlí Clark,Yes,,The Black Company,Glen cook,Yes,,The Spear Cuts Through Water,Simon Jimenez,Yes,,We Ride Upon Sticks,Quan Barry,Yes,,The Wind's Twelve Quarters,Ursula K. Le Guin,Yes,,,,,,,,,,,,What Moves the Dead,T. Kingfisher,Yes,,Pathfinder Dark Waters Rising,Jim Zub,Yes,,The Beast Player,Nahoko Uehashi,Yes,,"16. Orcs, Trolls, and Goblins — Oh My!",10. Romantasy
420,0,,The Will of the Many,James Islington,,,The Devil and the Dark Water,Stuart Turton,,,The Deep,Rivers Solomon,,,Assassin's Apprentice,Robin Hobb,,,The Mask of Mirrors,M.A. Carrick,,,A Natural History of Dragons,Marie Brennan,,,A River Enchanted,Rebecca Ross,,,The Children of Gods and Fighting Men,Shauna Lawless,,,Murder at Spindle Manor,Morgan Stang,,,Heartless Hunter,Kristen Ciccarelli,,,Blood Over Bright Haven,M.L. Wang,,,A Conjuring of Light,V.E. Schwab,,,The Courting of Bristol Keats,Mary E. Pearson,,,The Foxglove King,Hannah F. Whitten,,,The Lost World,Michael Crichton,,,The Daughter's War,Christopher Buehlman,,,Dawn,Octavia E. Butler,,,The Beautiful Ones,Silvia Moreno-Garcia,,,The Prison Healer,Lynette Noni,,,Thirteenth Child,Erin A. Craig,,,Spells For Forgetting,Adrienne Young,,,Never Whistle at Night,"Shane Hawk, Theodore C. Van Alst Jr.",,,,,,,,,,,,,The Fisherman,John Langan,,,Onyx Storm,Rebecca Yarros,,,The Tainted Cup,Robert Jackson Bennett,,,20. Judge A Book By Its Cover,17. Space Opera
421,0,,Ringworld,Larry Niven,,,I Will Forget This Feeling Someday,Yoru Sumino,,,Super Powereds: Year 4,Drew Hayes,,,The Blacktongue Thief,Christopher Buehlman,,,Redwall,Brian Jacques,,,The Kaiju Preservation Society,John Scalzi,,,The Hobbit,J.R.R. Tolkien,,,"Fireworks, Should We See It from the Side or the Bottom?",Hitoshi One,,,Unsouled,Will Wight,,,Your Name,Makoto Shinkai,,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,Caliban's War,James S.A. Corey,,,An Instruction in Shadow,Benedict Jacka,,,Sword Art Online 7: Mother's Rosary,Reki Kawahara,,,Ender's Shadow,Orson Scott Card,,,Dungeon Crawler Carl,Matt Dinniman,,,"To Be Taught, If Fortunate",Becky Chambers,,,Three Days of Happiness,Sugaru Miaki,,,All You Need Is Kill,Hiroshi Sakurazaka,,,All the Impossible Things,Lindsay Lackey,,,Kiki's Delivery Service,Eiko Kadono,,,,,,,The Merchant and the Alchemist's Gate,Ted Chiang,Sixth of the Dusk,Brandon Sanderson,A Fire in the Heavens,Mary Robinette Kowal,I.E.Demon,Dan Wells,An Honest Death,Howard Tayler,A Deadly Education,Naomi Novik,,,The Way of Kings,Brandon Sanderson,,,The House in the Cerulean Sea,T.J. Klune,,,18. Author of Color,22. Five SFF Short Stories
422,3,,My Lady Jane,Cynthia Hand,,,The Black Bird Oracle,Deborah Harkness,,,The Luminous Dead,Caitlin Starling,Yes,,A Tempest of Tea,Hafsah Faizal,Yes,,Words of Radiance,Brandon Sanderson,,,The Wren in the Holly Library,K. A. Linde,,,A Fractured Infinity,Nathan Tavares,,,Our Hideous Progeny,C. E. McGill,,,"Here, the Bees Sting: A Novel",Will Caverly,Yes,,The Undertaking of Hart and Mercy,Megan Bannen,,,A Study in Drowning,Ava Reid,,,The Lost Story,Meg Shaffer,,,A Fate Inked in Blood,Danielle L. Jensen,Yes,,The Watchers,Jon Steele,Yes,,The Dark Half,Stephen King,Yes,,The Daughter's War,Christopher Buehlman,,,The Mercy of Gods,James S.A. Corey,,,The Butcher of the Forest,Premee Mohamed,,,Whalefall,Daniel Kraus,Yes,,The Ornithologist's Field Guide to Love,India Holton,Yes,,Still the Sun,Charlie N. Holmberg,,,Navola,Paolo Bacagialupi,,Historical SFF 2022,,,,,,,,,,,The Olympian Affair,Jim Butcher,Yes,,The Awakening,"Caroline Peckham, Susanne Valenti",,,The Tainted Cup,Robert Jackson Bennett,,,3. Under the Surface,22. Five SFF Short Stories
423,0,,Luck in the shadows,lynn flewelling,Yes,,the librarian's and the lost lamp,Greg cox,Yes,,tombs of atuan,Ursula K. Le Guin,Yes,,the disappearance of winters daughter,Michael J. Sullivan,Yes,,the 5th wave,Rick yancey,Yes,,the wren hunt,mary watson,,,a river enchanted,rebecca ross,,,The winter king,Wilson c. l.,Yes,,cabin at the end of the world,paul tremblay,Yes,Book bingo 2023 horror,Radiance,Grace Draven,,,bunny,mona awad,Yes,,record of a spaceborn few wayfarers,Becky Chambers,Yes,,spellshop,sarah Beth dunst,,,the gentleman's guide to vice and virtue,mackenzi lee,Yes,,parable of the sower,octavia e butler,,,legends & lattes,Travis Baldree,Yes,,nophex gloss,Essa hansen,Yes,,she who became the sun,shelley parker chen,,,light from uncommon stars,Ryan aoki,Yes,,how to lose the timewar,"Amal El-Mohtar, Max Gladstone",,,starling house,Alix E. Harrow,,,Drowned worlds anthology,"charlie anders,Kim Robinson etc.",Yes,,,,,,,,,,,,call of cthulu,hp lovecraft,,,the hobbit,tolkien,Yes,,a defensive  guide to baking,T. Kingfisher,,,20. Judge A Book By Its Cover,10. Romantasy
424,0,Yes,Gild,Raven Kennedy,Yes,,Six Scorched Roses,Carissa Broadbent,,,A Court of Thorns and Roses,Sarah J. Maas,,,Throne of the Fallen,Kerri Maniscalco,,,Onyx Storm,Rebecca Yarros,,,The Wolf King,Lauren Palphreyman,,,The Name of the Wind,Patrick Rothfuss,,,Kingdom of Flesh and Fire,Jennifer L. Armentrout,,,Feathers so Vicious,Liv Zander,,,Divine Rivals,Rebecca Ross,,,The Awakening,"Caroline Peckham, Susanne Valenti",,,Defy Me,Tahereh Mafi,,,Shadow and Storms,Helen Scheuerer,,,Bewitched,Laura Thalassa,Yes,,Guilty Pleasures,Laurell K. Hamilton,Yes,,Legends & Lattes,Travis Baldree,Yes,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,The Three-Body Problem,Cixin Liu,,,Lightlark,Alex Aster,Yes,,Nettle & Bone,T. Kingfisher,Yes,,Dead until Dark,Charlaine Harris,Yes,,Rogues,"George R.R. Martin, Gardner Dozois",Yes,,,,,,,,,,,,Two Twisted Crowns,Rachel Gillig,Yes,,Caraval,Stephanie Garber,,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,,20. Judge A Book By Its Cover,22. Five SFF Short Stories
425,0,,Red Rising,Pierce Brown,Yes,,Princess Florinda and the Forty-Flight Tower,Tamsyn Muir,Yes,,The Tombs of Atuan,Ursula K. Le Guin,Yes,,Foundryside,Robert Jackson Bennett,Yes,,Heir of Novron,Michael J. Sullivan,Yes,,When the Tiger Came Down the Mountain,Nghi Vo,,,A River Enchanted,Rebecca Ross,Yes,,Law,Neven Iliev,Yes,,Thyme Travellers,Sonia Sulaiman,Yes,,That Time I Got Drunk and Saved a Demon,Kimberly Lemming,,,Blood Over Bright Haven,M.L. Wang,,,Wicked: the life and times of the wicked witch of the west,Gregory Maguire,Yes,,Masquerade,O.O. Sangoyomi,Yes,,The Blade Itself,Joe Abercrombie,Yes,,Tigana,Guy Gavriel Kay,Yes,,Nine Goblins,T. Kingfisher,Yes,,System Collapse,Martha Wells,Yes,,Butcher of the Forest,Premee Mohamed,Yes,,Dungeon Crawler Carl,Matt Dinnamon,Yes,,Rakesfall,Vajra Chandrasekera,Yes,,Witcha Gonna Do?,Avery Flynn,Yes,,The Bright Sword,Lev Grossman,Yes,Druid 2023,,,,,,,,,,,The Ninth Rain,Jen Williams,Yes,,A Memory Called Empire,Arkady Martine,Yes,,The Surviving Sky,Kritika H. Rao,,,7. Bards,22. Five SFF Short Stories
426,5,,His Majesty's Dragon,Naomi Novik,Yes,,The Deer and the Dragon,Piper CJ,,,Saturation Point,Adrian Tchaikovsky,,,The Quantum Thief,Hannu Rajaniemi,Yes,,Thornhedge,T. Kingfisher,Yes,,A Dragon's Guide to the Care and Feeding of Humans,Laurence Yep & Joanne Ryder,Yes,,The Harp of Kings,Juliet Marillier,Yes,,Together We Burn,Isabel Ibañez,Yes,,Forget Me Not,A. E. Bratchford,Yes,,Iron Flame,Rebecca Yarros,,,A Study in Drowning,Ava Reid,,,He Who Drowned the World,Shelley Parker-Chan,Yes,,Fathomfolk,Eliza Chan,Yes,,The Circumference of the World,Lavie Tidhar,Yes,,Dealing with Dragons,Patricia C. Wrede,Yes,,The Assassination of Brangwain Spurge,M.T. Anderson & Eugene Yelchin,Yes,,Revenant Gun,Yoon Ha Lee,Yes,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,The Bear,Andrew Krivak,Yes,,Me: Moth,Amber McBride,Yes,,Rose/House,Arkady Martine,Yes,,Craft: Stories I Wrote for the Devil,Anada Lima,Yes,,,,,,,,,,,,The Deading,Nicholas Belardes,Yes,,Forged by Blood,Ehigbor Okosun,Yes,,Mammoths at the Gates,Nghi Vo,Yes,,"16. Orcs, Trolls, and Goblins — Oh My!",5. Dreams
427,2,Yes,Hall of Smoke,H.M. Long,Yes,,The Lies of Locke Lamora,Scott Lynch,Yes,,The Stars Are Legion,Kameron Hurley,Yes,,We Free the Stars,Hafsah Faizal,Yes,,A Court of Mist and Fury,Sarah J. Maas,Yes,,The Rage of Dragons,Evan Winter,Yes,,A River Enchanted,Rebecca Ross,Yes,,The Oleander Sword,Tasha Suri,Yes,,Bitter Medicine,Mia Tsai,Yes,,Under the Whispering Door,T.J. Klune,Yes,,The Vegetarian,Han Kang,Yes,Horror 2023,Guardian: Zhen Hun Vol. 3,Priest,Yes,,The Emperor and the Endless Palace,Justinian Huang,Yes,,Black Sun,Rebecca Roanhorse,Yes,,Revenge: Eleven Dark Tales,Yōko Ogawa,Yes,,The Goblin Emperor,Katherine Addison,Yes,,Ancillary Mercy,Ann Leckie,Yes,,Ocean's Godori,Elaine U. Cho,Yes,,The Mountain in the Sea,Ray Nayler,Yes,,Blood Over Bright Haven,M.L. Wang,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,Yes,,Conservation of Shadows,Yoon Ha Lee,Yes,,,,,,,,,,,,The Last Graduate,Naomi Novik,Yes,,Harrow the Ninth,Tamsyn Muir,Yes,,On the Fox Roads,Nghi Vo,Yes,,19. Survival,"16. Orcs, Trolls, and Goblins — Oh My!"
428,0,,Unsouled,Will Wight,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,System Collapse,Martha Wells,Yes,,Six of Crows,Leigh Burdago,Yes,,The Princess Bride,William Goldman,Yes,,Phoenix Extravagant,Yoon Ha Lee,Yes,,Bloody Rose,Nicholas Eames,Yes,,Legends & Lattes,Travis Baldree,Yes,,Barnaby the Wanderer,Raymond St. Elmo,Yes,,The Witch's Heart,Genevieve Gornichec,Yes,,Bunny,Mona Awad,Yes,,Spinning Silver,Naomi Novik,Yes,,The Wings Upon Her Back,Samantha Mills,Yes,,The House in the Cerulean Sea,T.J. Klune,Yes,,Tigana,Guy Gavriel Kay,Yes,,The Goblin Emperor,Katherine Addison,Yes,,Space Opera,Catherynne M. Valente,Yes,,A Master of Djinn,P. Djèlí Clark,Yes,,Dungeon Crawler Carl,Matt Dinniman,Yes,,The Priory of the Orange Tree,Samantha Shannon,Yes,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",Yes,,John the Balladeer,Manly Wade Wellman,Yes,,,,,,,,,,,,The Fisherman,John Langan,Yes,,The Silmarillion,J.R.R. Tolkien,Yes,,Memories of Ice,Steven Erikson,Yes,Sequel 2023 (square #25),2. Alliterative Title,20. Judge A Book By Its Cover
429,2,,Annihilation,Jeff VanderMeer,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,Children of Ruin,Adrian Tchaikovsky,Yes,,The Mime Order,Sammantha Shannon,,,The Shadowed Sun,N.K. Jemisin,,,The Vanished Birds,Simon Jimenez,,,Soul Music,Terry Pratchett,,,Godkiller,Hannah Kaner,,,Harrow the Ninth,Tamsyn Muir,,Name In Title 2022,One Last Stop,Casey Mcquiston,Yes,,The Will of the Many,James Islington,,,The Bone Shard Daughter,Andrea Stewart,,,The Ministry of Time,Kaliane Bradley,,,The Blade Itself,Joe Abercrombie,Yes,,Tigana,Guy Gavriel Kay,,,The Goblin Emperor,Katherine Addison,Yes,,Some Desperate Glory,Emily Tesh,Yes,,She Who Became the Sun,Shelley Parker-Chan,,,Sixteen Ways to Defend a Walled City,K.J. Parker,Yes,,Jonathan Abernathy You Are Kind,Molly McGhee,,,Stardust,Neil Gaiman,,,Exhalation,Ted Chiang,Yes,,,,,,,,,,,,The Saint of Bright Doors,Vajra Chandrasekera,Yes,,The Hitchhiker's Guide to the Galaxy,Douglas Adams,,,Witch King,Martha Wells,,,20. Judge A Book By Its Cover,7. Bards
430,0,,The Bridge Kingdom,Danielle L. Jensen,Yes,,Heartless Hunter,Kristen Ciccarelli,,,Whispers of the Deep,Emma Hamm,Yes,,Five Broken Blades,Mai Corland,Yes,,The King of Frost and Shadows,Jen L. Grey,Yes,,The Deer and the Dragon,Piper CJ,Yes,,The Lark and the Wren,Mercedes Lackey,Yes,,Daughter of No Worlds,Carissa Broadbent,Yes,,Breath,Victoria Dougherty,Yes,,A Kiss of Iron,Clare Sager,,,Avalon Tower,C.N. Crawford,,,The Throne of Broken Gods,Amber V. Nicole,Yes,,Viciously Yours,Jamie Applegate Hunter,,,The Ever King,LJ Andrews,Yes,,Stardust,Neil Gaiman,Yes,,On the Care and Keeping of Orcs,Kass O'Shire,Yes,,Entered in the Alien Bride Lottery,Margo Bond Collins,Yes,,Tale of the Heart Queen,Nisha J. Tuli,,,How does it feel?,Jeneane O'Riley,Yes,,Twilight of Embers,Tessa Hale,Yes,,Morning Glory Milking Farm,C.M. Nascosta,Yes,,,,,,Deal With a Demon,Ami Wright,Given to the Gargoyle,Ami Wright,Treasured by the Troll,Ami Wright,Girls Weekend,C.M. Nascosta,Little Piece of Sass,Clio Evans,King of Battle and Blood,Scarlett St. Clair,Yes,,What Lies Beyond the Veil,Harper L. Woods,Yes,,Forged by Magic,Jenna Wolfhart,Yes,,17. Space Opera,7. Bards
431,0,,A Darker Shade of Magic,V.E. Schwab,,,Red Rabbit,Alex Grecian,,,Gunmetal Gods,Zamil Akhtar,,,Alien Clay,Adrian Tchaikovsky,,,This Thing Between Us,Gus Moreno,,,The Rage of Dragons,Evan Winter,Yes,,Frankenstein in Baghdad,Ahmed Saadawi,,,An Ordinary Violence,Adriana Chartrand,,,A Short Stay in Hell,Steven L. Peck,,,Dragonfall,L.R. Lam,Yes,,Blood Over Bright Haven,M.L. Wang,,,Ship of Destiny,Robin Hobb,Yes,,Exordia,Seth Dickinson,,,An Unkindness of Ghosts,Rivers Solomon,Yes,,A Night in the Lonesome October,Roger Zelazny,,,The Hobbit,J.R.R. Tolkien,,,Ninefox Gambit,Yoon Ha Lee,Yes,,The Reformatory,Tananarive Due,,,The Watchers,A.M. Shine,Yes,,Woodworm,Layla Martinez,Yes,,Empire of Wild,Cherie Dimaline,Yes,,No One Will Come Back For Us and Other Stories,Premee Mohamed,Yes,,,,,,,,,,,,The Fisherman,John Langan,Yes,,Mordew,Alex Pheby,Yes,,Ring Shout,P. Djèlí Clark,,,23. Eldritch Creatures,"16. Orcs, Trolls, and Goblins — Oh My!"
432,0,,Mother of Learning,Domagoj Kurmaić,Yes,,The Very Secret Society of Irregular Witches,Sangu Mandanna,,,A Letter to the Luminous Deep,Sylvie Cathrall,Yes,,Theft of Swords,Michael J. Sullivan,,,The Witchwood Knot,Olivia Atwater,,,I'm Afraid You've Got Dragons,Peter S. Beagle,Yes,,The Bone Harp,Victoria Goddard,Yes,,Bride,Ali Hazelwood,Yes,,Bitter Medicine,Mia Tsai,,,A Taste of Gold and Iron,Alexandra Rowland,Yes,,The Scholar and the Last Faerie Door,H.G. Parry,,,The Book That Broke the World,Mark Lawrence,Yes,,The Little Shop of Grand Curiosities,Iris Lake,,,Tress of the Emerald Sea,Brandon Sanderson,,,Sabriel,Garth Nix,,,Men at Arms,Terry Pratchett,,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,The Teller of Small Fortunes,Julie Leong,Yes,,The Martian,Andy Weir,Yes,,Just Stab Me Now,Jill Bearup,,,Witch of Wild Things,Raquel Vasquez Gilliland,Yes,,Botanical Folk Tales of Britain and Ireland,Lisa Schneidau,Yes,,,,,,,,,,,,The Spear Cuts Through Water,Simon Jimenez,Yes,,The Cautious Traveller's Guide to the Wastelands,Sarah Brooks,,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,,10. Romantasy,5. Dreams
433,1,,The Wickwire Watch,Jacqueline Hagen,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,The Book That Wouldn't Burn,Mark Lawrence,Yes,,The Water Outlaws,S.L. Huang,Yes,,Kindred,Octavia E. Butler,Yes,,Dragonfruit,Makiia Lucier,Yes,,A River Enchanted,Rebecca Ross,Yes,,Iron Widow,Xiran Jay Zhao,Yes,,The Bruising of Qilwa,Naseem Jamnia,Yes,,Faebound,Saara El-Arifi,Yes,,Babel,R.F. Kuang,,,Ordinary Monsters,J.M. Miro,Yes,,A Botanical Daughter,Noah Medlock,Yes,,Spin,Rebecca Caprara,Yes,,Daughter of the Forest,Juliet Marillier,Yes,,Mortal Follies,Alexis Hall,Yes,,Binti,Nnedi Okorafor,Yes,,Elatsoe,Darcie Little Badger,Yes,,The Book Eaters,Sunyi Dean,Yes,,The Briar Book of the Dead,A.G. Slatter,Yes,,The Thief on the Winged Horse,Kate Mascarenhas,Yes,,Eyes Guts Throat Bones,Moïra Fowley-Doyle,Yes,,,,,,,,,,,,Gogmagog,Jeff Noon and Steve Beard,Yes,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,Kaikeyi,Vaishnavi Patel,,,20. Judge A Book By Its Cover,17. Space Opera
434,0,,Dune,Frank Herbert,Yes,,The Lies of Locke Lamora,Scott Lynch,Yes,,The Luminous Dead,Caitlin Starling,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,Harry Potter and the Order of the Phoenix,J.K. Rowling,,,The Phoenix Keeper,S.A. MacLean,Yes,,The Lark and the Wren,Mercedes Lackey,Yes,,Royal Assassin,Robin Hobb,Yes,,Voice of War,Zack Argyle,,,Phantasma,Kaylie Smith,,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,,Jade City,Fonda Lee,,,Fathomfolk,Eliza Chan,Yes,,Before They Are Hanged,Joe Abercrombie,Yes,,The Wind-Up Bird Chronicle,Haruki Murakami,Yes,,Forged by Magic,Jenna Wolfhart,Yes,,Leviathan Wakes,James S.A. Corey,,,Legendborn,Tracy Deonn,Yes,,Moon of the Crusted Snow,Waubgeshig Rice,,,The Mountain in the Sea,Ray Nayler,,,The Angel of Indian Lake,Stephen Graham Jones,Yes,,Never Whistle at Night,"Shane Hawk, Theodore C. Van Alst Jr.",Yes,,,,,,,,,,,,Annihilation,Jeff VanderMeer,,,The Sword of Kaigen,M.L. Wang,Yes,,Black Sun,Rebecca Roanhorse,,,11. Dark Academia,7. Bards
